Konsole,Spiel,Datum,Spielzeit,Erstes Mal,Sound,Grafik,Controls,Schwierigkeit,Spaß,Chat,Dennsen,Gesamt,Video Link,Genre
N64,Lode Runner 3-D,,,,,,,,,,,,,Puzzle
N64,Mace: The Dark Age,,,,,,,,,,,,,Prügelspiel
N64,Magical Tetris Challenge,,,,,,,,,,,,,Puzzle
N64,Mario Golf,,,,,,,,,,,,,Sport
N64,Mario Kart 64,,,,,,,,,,,,,Rennspiel
N64,Mario Party,,,,,,,,,,,,,Sonstiges
N64,Mario Party 2,,,,,,,,,,,,,Sonstiges
N64,Mario Party 3,,,,,,,,,,,,,Sonstiges
N64,Mario Tennis,,,,,,,,,,,,,Sport
N64,Mia Hamm Soccer 64,,,,,,,,,,,,,Sport
N64,"Michael Owen's WLS 2000
(US: Mia Hamm Soccer 64)",,,,,,,,,,,,,Sport
N64,Mickey's Speedway USA,,,,,,,,,,,,,Rennspiel
N64,Milo's Astro Lanes,,,,,,,,,,,,,Sport
N64,Mischief Makers,,,,,,,,,,,,,Jump & Run
N64,Monopoly,,,,,,,,,,,,,Sonstiges
N64,Monster Truck Madness 64,,,,,,,,,,,,,Rennspiel
N64,Multi-Racing Championship,,,,,,,,,,,,,Rennspiel
N64,Mystical Ninja Starring Goemon,,,,,,,,,,,,,Adventure
N64,Mystical Ninja 2 Starring Goemon,,,,,,,,,,,,,Jump & Run
N64,"NBA Courtside 2
featuring Kobe Bryant",,,,,,,,,,,,,Sport
N64,NFL Quarterback Club 98,,,,,,,,,,,,,Sport
N64,NFL Quarterback Club 99,,,,,,,,,,,,,Sport
N64,NFL Quarterback Club 2000,,,,,,,,,,,,,Sport
N64,NFL Quarterback Club 2001,,,,,,,,,,,,,Sport
N64,NHL Breakaway 98,,,,,,,,,,,,,Sport
N64,NHL Breakaway 99,,,,,,,,,,,,,Sport
N64,Off Road Challenge,,,,,,,,,,,,,Rennspiel
N64,"Ogre Battle 64:
Person of Lordly Caliber",,,,,,,,,,,,,Strategie
N64,Paper Mario,,,,,,,,,,,,,RPG
N64,Perfect Dark,,,,,,,,,,,,,Shooter
N64,"Penny Racers
(US: Choro Q 64)",,,,,,,,,,,,,Rennspiel
N64,Pilotwings 64,,,,,,,,,,,,,Sonstiges
N64,Pokémon Puzzle League,,,,,,,,,,,,,Puzzle
N64,Pokémon Snap,,,,,,,,,,,,,Adventure
N64,Pokémon Stadium,,,,,,,,,,,,,Sonstiges
N64,Pokémon Stadium 2,,,,,,,,,,,,,Sonstiges
N64,Premier Manager 64,,,,,,,,,,,,,Strategie
N64,Quake,,,,,,,,,,,,,Shooter
N64,Quake II,,,,,,,,,,,,,Shooter
N64,Quest 64 / Holy Magic Century,,,,,,,,,,,,,RPG
N64,Rakuga Kids,,,,,,,,,,,,,Prügelspiel
N64,Ridge Racer 64,,,,,,,,,,,,,Rennspiel
N64,Road Rash 64,,,,,,,,,,,,,Rennspiel
N64,Rocket: Robot on Wheels,,,,,,,,,,,,,Jump & Run
N64,San Francisco Rush 2049,,,,,,,,,,,,,Rennspiel
N64,"San Francisco Rush:
Extreme Racing",,,,,,,,,,,,,Rennspiel
N64,Rush 2: Extreme Racing USA,,,,,,,,,,,,,Rennspiel
N64,Scooby-Doo! Classic Creep Capers,,,,,,,,,,,,,Adventure
N64,"Shadowgate 64:
Trials of the Four Towers",,,,,,,,,,,,,Adventure
N64,Snowboard Kids,,,,,,,,,,,,,Sport
N64,Snowboard Kids 2,,,,,,,,,,,,,Sport
N64,Space Station Silicon Valley,,,,,,,,,,,,,Adventure
N64,Star Soldier: Vanishing Earth,,,,,,,,,,,,,Shooter
N64,"Star Wars Episode I:
Battle for Naboo",,,,,,,,,,,,,Shooter
N64,Star Wars Episode I: Racer,,,,,,,,,,,,,Rennspiel
N64,Star Wars: Rogue Squadron,,,,,,,,,,,,,Shooter
N64,Star Wars: Shadows of the Empire,,,,,,,,,,,,,Shooter
N64,StarCraft 64,,,,,,,,,,,,,Strategie
N64,Stunt Racer 64,,,,,,,,,,,,,Rennspiel
N64,Super Bowling,,,,,,,,,,,,,Sport
N64,Super Smash Bros.,,,,,,,,,,,,,Prügelspiel
N64,Superman,,,,,,,,,,,,,Action
N64,Tetrisphere,,,,,,,,,,,,,Puzzle
N64,Tom and Jerry in Fists of Furry,,,,,,,,,,,,,Prügelspiel
N64,Top Gear Hyper-Bike,,,,,,,,,,,,,Rennspiel
N64,Top Gear Overdrive,,,,,,,,,,,,,Rennspiel
N64,Top Gear Rally,,,,,,,,,,,,,Rennspiel
N64,Top Gear Rally 2,,,,,,,,,,,,,Rennspiel
N64,Turok: Dinosaur Hunter,,,,,,,,,,,,,Shooter
N64,Turok 2: Seeds of Evil,,,,,,,,,,,,,Shooter
N64,Turok 3: Shadow of Oblivion,,,,,,,,,,,,,Shooter
N64,Turok: Rage Wars,,,,,,,,,,,,,Shooter
N64,"Twisted Edge Extreme
Snowboarding",,,,,,,,,,,,,Sport
N64,Virtual Chess 64,,,,,,,,,,,,,Strategie
N64,"Waialae Country Club:
True Golf Classics",,,,,,,,,,,,,Sport
N64,Wave Race 64,,,,,,,,,,,,,Rennspiel
N64,WCW vs. nWo: World Tour,,,,,,,,,,,,,Sport
N64,WCW/nWo Revenge,,,,,,,,,,,,,Sport
N64,Wetrix,,,,,,,,,,,,,Puzzle
N64,Wheel of Fortune,,,,,,,,,,,,,Sonstiges
N64,WinBack: Covert Operations,,,,,,,,,,,,,Action
N64,Wipeout 64,,,,,,,,,,,,,Rennspiel
N64,World Driver Championship,,,,,,,,,,,,,Rennspiel
N64,WWF No Mercy,,,,,,,,,,,,,Sport
N64,WWF WrestleMania 2000,,,,,,,,,,,,,Sport
N64,Yoshi's Story,,,,,,,,,,,,,Jump & Run
PS1,Castlevania: Symphony of the Night,29.07.2026,12h31m,NEIN,8,10,9,3,9,"8,55","9,00","8,92",,Shooter
